PM2.5,PM10,NO2,SO2,CO,O3,NH3,Temperature,Humidity,WindSpeed,AQI
62.42,112.05,5.23,9.84,0.4,58.59,51.94,19.66,71.35,6.59,231
91.05,189.57,40.31,10.09,1.08,32.55,10.74,29.23,55.77,1.95,330
23.03,45.77,7.07,24.29,1.04,110.07,8.02,27.54,84.42,2.9,142
27.1,56.41,34.4,11.08,2.05,83.27,10.14,30.08,28.08,2.14,178
35.0,46.13,39.79,7.6,0.96,2.89,10.23,29.23,39.51,4.53,132
20.89,31.73,13.16,6.36,0.22,13.79,22.02,32.44,20.64,2.79,78
98.12,135.5,29.82,9.27,0.18,18.82,4.8,17.88,41.4,1.69,269
42.14,71.55,67.38,42.45,0.7,,23.08,34.61,49.45,1.71,216
63.84,134.13,21.67,14.29,2.23,75.28,5.94,23.5,55.56,2.95,253
32.58,56.06,5.83,5.15,1.26,18.38,33.42,33.25,88.94,6.64,125
49.6,102.41,14.99,14.0,2.38,28.09,30.08,33.03,51.27,2.72,229
80.82,128.86,73.12,30.09,1.06,49.53,1.0,20.47,68.15,9.05,285
83.53,134.11,41.99,15.73,0.43,29.95,10.61,24.26,47.19,3.44,276
28.12,59.22,8.85,22.36,1.06,79.42,46.02,20.51,65.4,2.63,160
61.55,103.61,52.18,11.03,2.91,42.0,27.58,23.47,43.59,3.1,275
33.05,66.45,54.19,9.06,0.58,40.7,11.72,32.36,42.17,1.31,152
59.91,90.64,17.3,5.62,0.72,34.0,11.22,32.5,84.34,2.89,178
39.41,84.89,7.63,6.41,7.61,17.36,2.34,32.71,70.26,0.85,236
197.98,359.76,49.12,10.99,0.97,42.34,7.33,25.59,56.81,7.48,500
112.51,223.15,79.44,21.11,0.59,12.62,18.31,14.18,85.91,2.06,400
86.03,118.77,13.46,11.67,1.98,51.47,9.63,26.95,48.41,3.18,259
52.88,92.2,40.31,6.52,0.34,78.8,9.84,36.42,63.07,2.13,218
114.65,242.03,13.75,25.18,0.55,41.68,13.32,34.68,45.76,1.01,366
62.86,131.33,13.25,28.04,1.59,48.76,29.54,21.18,43.35,7.56,261
185.4,248.83,29.88,7.01,0.49,28.25,36.46,37.68,47.66,1.97,473
122.21,192.28,12.0,10.25,1.83,77.57,21.81,19.98,65.89,3.91,366
49.33,83.81,23.65,3.5,0.66,33.67,20.98,27.28,5.0,4.15,195
172.19,250.54,55.37,21.64,1.86,,5.48,21.16,39.5,3.6,500
53.09,103.89,6.31,1.87,2.21,30.96,17.62,43.42,100.0,3.62,164
205.24,300.89,43.98,11.46,0.85,46.8,67.63,26.77,92.32,0.36,500
178.01,286.94,28.2,13.65,1.33,27.35,24.41,17.32,33.84,1.01,500
80.51,152.73,33.68,6.98,0.49,55.59,17.11,36.13,42.41,8.17,287
16.33,28.32,26.28,6.55,2.2,4.45,11.52,18.03,86.51,6.36,84
76.26,149.82,60.55,18.04,2.1,55.81,25.77,24.36,45.77,2.76,310
25.66,55.55,32.35,14.91,1.61,108.71,11.63,35.96,77.0,0.68,165
40.36,56.71,18.52,18.81,2.03,64.23,10.22,24.43,70.52,7.77,156
42.8,82.96,28.28,2.79,2.09,35.46,43.92,29.63,58.11,3.95,181
25.46,38.38,17.72,30.77,0.9,31.99,8.23,19.97,47.11,1.62,102
76.46,127.91,14.05,32.42,0.2,54.77,40.27,40.51,80.44,0.66,222
36.67,48.75,51.78,13.34,0.1,23.29,6.87,17.85,37.14,3.12,126
54.92,78.11,17.79,8.91,0.44,33.88,7.58,22.84,54.57,5.7,154
43.08,68.4,4.88,10.94,1.42,17.62,20.16,25.2,59.71,2.49,137
91.31,146.81,33.94,27.89,1.2,68.81,17.81,15.86,54.5,1.69,308
86.89,183.3,18.62,6.44,2.64,35.89,35.05,28.3,71.97,1.72,318
51.69,101.71,68.4,2.6,1.69,44.22,14.18,35.52,57.6,1.61,267
94.39,205.29,38.0,18.08,0.99,16.29,15.7,38.86,55.3,1.72,323
143.48,263.89,66.16,11.57,2.06,53.9,38.98,31.04,58.42,0.7,482
7.72,11.72,43.29,26.6,2.89,28.39,14.81,21.05,39.62,3.27,143
41.18,65.67,52.73,12.31,0.33,40.59,9.91,16.61,54.95,3.9,177
30.0,47.64,32.63,42.99,1.06,34.81,5.66,48.0,39.33,3.35,153
38.32,61.08,45.3,44.89,1.17,81.23,12.88,35.03,13.13,1.26,223
6.11,11.65,12.45,7.84,1.18,16.36,13.08,37.89,74.14,1.69,39
7.34,13.05,43.14,1.75,3.61,102.07,47.16,29.17,55.09,4.58,138
44.23,72.84,7.49,13.69,3.05,28.33,10.58,35.37,51.74,5.51,172
43.26,62.04,23.72,3.42,3.58,10.91,20.32,25.81,71.98,0.91,207
156.75,206.9,15.54,3.02,0.35,38.74,12.5,18.22,30.14,3.18,365
72.32,108.26,30.01,22.58,0.8,36.76,2.1,18.2,60.16,3.15,240
92.78,129.58,17.43,15.07,0.73,15.86,8.99,26.56,80.45,1.6,246
490.35,600.0,7.77,6.73,2.63,169.63,29.0,28.17,92.97,2.89,500
7.76,10.87,7.1,12.27,1.69,76.92,14.75,28.59,44.29,0.88,71
187.38,365.72,8.43,13.03,2.24,81.55,9.83,17.53,51.56,2.77,500
63.18,104.07,30.6,14.79,0.82,78.83,15.23,28.83,58.28,2.44,236
47.07,64.31,31.44,25.6,0.57,28.67,10.26,7.02,31.98,2.41,162
41.7,84.71,17.38,11.17,0.45,144.38,26.03,28.62,65.21,7.12,206
82.39,150.09,34.77,2.02,2.12,54.93,10.36,21.13,62.84,7.74,260
47.38,71.65,21.95,33.02,0.69,41.22,35.15,23.9,57.8,4.27,176
24.82,52.26,33.0,11.53,0.16,22.84,10.87,36.97,74.68,4.05,131
42.93,57.56,24.86,6.55,0.56,39.38,24.12,28.25,40.46,3.52,163
84.02,124.48,44.3,3.61,1.25,32.92,13.18,25.68,42.19,0.25,313
103.9,205.4,12.26,12.96,3.37,51.02,26.88,27.96,96.96,1.17,376
199.6,386.9,4.0,9.92,1.45,25.6,18.6,35.88,38.14,0.98,500
70.14,109.44,22.12,5.33,0.58,76.18,33.92,34.19,55.22,6.08,254
148.96,201.96,26.83,23.31,0.65,30.46,26.65,41.1,77.76,1.16,404
56.46,117.0,9.96,4.27,1.0,37.17,40.28,19.98,76.13,1.74,228
62.31,98.6,11.59,3.97,2.85,29.02,17.49,24.89,77.36,1.31,238
59.93,88.47,37.28,6.41,2.06,43.6,10.68,33.73,57.55,2.7,198
76.15,134.36,37.97,1.52,1.99,58.47,47.04,35.01,51.92,3.41,291
116.33,246.53,21.38,2.02,0.32,122.29,26.2,29.26,41.98,1.1,390
45.88,61.44,5.52,4.4,0.22,31.09,32.1,34.08,52.95,2.01,130
31.37,62.4,36.27,7.73,0.99,32.18,4.94,26.28,72.24,2.12,177
122.49,222.35,26.61,4.4,2.16,38.18,12.8,23.25,57.94,0.91,389
116.82,196.59,15.8,13.07,2.44,18.06,33.81,28.51,45.46,3.07,377
164.09,323.2,47.55,5.01,0.23,9.0,48.31,20.84,61.51,2.28,500
40.5,87.85,2.0,13.89,0.17,20.57,16.48,29.01,35.66,3.6,132
54.96,82.79,23.78,5.67,0.56,12.36,52.61,24.92,58.77,1.79,186
125.51,179.4,36.6,12.68,1.62,27.81,38.46,15.98,33.18,1.95,349
45.47,96.47,7.55,31.01,1.46,34.98,28.4,33.26,61.43,1.33,179
101.0,192.1,6.84,15.07,0.47,,17.84,28.26,60.93,0.78,295
56.64,95.96,72.52,1.78,0.55,34.05,17.96,25.68,70.36,3.49,229
82.09,149.06,37.66,4.44,0.15,43.29,19.15,31.1,72.44,2.09,268
24.38,48.06,60.84,2.35,0.71,60.4,25.46,31.9,52.41,1.62,145
69.49,138.69,45.25,2.89,0.74,27.81,1.65,33.26,60.44,1.26,245
141.64,301.39,31.0,22.42,0.41,21.18,10.19,21.7,47.28,3.33,421
110.0,185.27,78.91,9.33,1.18,17.93,14.34,19.43,53.05,2.18,413
29.65,46.38,28.62,10.05,1.56,36.12,10.85,20.98,52.98,3.15,114
189.57,355.58,22.34,22.6,3.47,49.72,11.09,45.42,51.8,6.35,500
136.07,227.81,45.28,5.0,1.18,38.5,34.15,20.2,77.17,1.91,433
25.43,46.66,48.11,12.96,1.39,31.14,10.66,34.49,70.92,6.69,169
43.16,72.43,34.25,18.17,0.62,125.18,10.45,19.38,30.38,3.14,227
26.71,38.41,15.79,8.5,0.6,47.23,13.56,18.74,50.04,3.16,113
83.68,144.14,45.15,34.31,0.74,25.95,10.98,15.57,76.25,1.41,278
41.68,80.1,15.54,8.94,0.89,34.81,16.17,16.84,35.0,2.74,181
9.92,20.03,25.46,3.88,1.01,11.18,18.08,24.94,35.83,2.61,69
62.11,108.31,11.55,5.5,2.06,56.91,18.03,28.53,78.13,0.46,197
119.32,172.86,12.22,12.16,0.57,28.13,31.99,29.77,75.4,1.75,328
70.52,118.0,21.84,18.57,0.71,33.03,1.27,29.87,60.17,4.57,222
94.92,190.57,31.7,4.26,1.41,52.6,5.32,31.39,34.05,5.28,308
75.36,125.97,76.97,26.56,0.43,53.59,8.63,24.53,46.28,2.62,304
106.99,206.16,14.46,4.0,1.35,63.57,17.45,11.71,19.02,2.7,304
80.14,140.76,26.14,29.47,1.55,6.92,46.79,26.17,77.47,1.0,252
59.64,90.48,22.74,6.02,0.35,27.39,10.29,22.37,65.95,3.45,186
69.9,140.96,32.59,1.0,0.23,18.08,10.66,31.43,61.54,5.11,218
167.98,231.11,19.41,16.91,0.35,50.6,33.78,32.38,38.06,1.55,451
98.56,174.69,38.16,1.23,1.67,52.88,9.65,22.08,45.76,9.81,356
29.57,44.0,10.89,75.68,1.03,27.54,12.11,33.1,65.45,4.27,152
69.11,94.01,24.47,11.93,1.04,68.75,4.99,26.36,43.09,3.46,200
82.65,144.86,31.34,3.05,1.88,39.58,38.64,20.54,86.67,2.92,302
58.19,101.8,50.03,8.1,1.33,96.99,25.11,43.24,36.22,6.1,250
9.98,19.32,38.66,2.64,1.71,7.78,23.09,24.46,54.97,4.32,117
32.22,63.49,24.05,16.13,0.28,37.69,14.43,32.2,61.81,4.22,140
47.48,92.83,12.23,1.74,2.06,34.92,42.5,36.14,39.96,1.73,198
203.56,339.65,83.24,1.33,0.69,19.85,7.86,30.86,78.0,5.9,500
91.44,170.86,13.72,34.53,2.44,56.83,23.24,23.81,,3.41,321
15.76,28.67,8.24,4.2,0.36,67.7,11.47,25.0,67.95,5.58,54
60.96,102.37,14.94,13.31,0.59,6.01,23.17,11.93,68.02,1.19,218
151.45,278.29,6.72,9.04,2.45,69.99,14.73,20.53,19.18,0.19,477
41.21,88.71,31.09,6.82,2.08,102.41,10.98,32.61,62.26,8.09,216
128.63,189.55,23.94,7.26,1.48,46.51,3.47,26.04,24.53,0.5,358
16.28,34.44,20.29,18.63,2.0,16.35,17.49,30.67,62.28,1.65,89
2.0,5.0,22.21,9.65,0.18,64.82,15.74,18.62,55.55,11.58,52
141.18,222.71,15.72,3.45,0.65,16.12,44.17,25.13,27.18,0.46,410
45.59,71.1,3.56,3.09,1.34,80.67,47.57,29.87,37.92,3.19,188
48.46,90.32,45.34,26.87,2.12,12.58,17.95,26.56,97.84,4.69,184
74.87,106.17,16.94,19.47,1.2,79.15,6.43,39.33,62.14,6.12,261
89.25,186.91,7.01,33.88,1.53,10.85,18.18,22.88,80.98,4.95,275
3.96,8.11,4.71,19.77,0.6,31.77,109.99,27.38,45.67,3.15,70
38.64,72.91,56.79,4.17,2.58,60.1,33.65,28.48,50.92,2.04,210
68.19,116.79,18.45,8.64,2.26,69.02,9.58,20.47,42.02,1.61,300
89.12,190.68,18.09,27.26,0.5,66.69,13.42,18.0,54.98,4.47,282
29.26,59.92,33.69,3.49,3.23,107.33,14.28,28.96,29.92,2.13,174
55.94,97.87,15.8,1.93,1.24,64.63,17.38,32.67,70.15,2.25,161
41.11,79.41,6.56,35.96,0.8,16.06,1.78,30.99,65.67,6.2,160
76.65,138.76,14.52,34.69,0.4,17.43,16.15,32.06,50.96,1.69,279
137.91,252.26,28.63,28.4,0.1,45.41,31.38,23.22,50.27,1.13,446
50.54,80.75,14.43,26.81,1.49,26.08,66.39,21.3,53.27,2.28,166
19.24,33.02,11.78,21.88,1.34,63.87,53.46,25.33,51.83,5.08,126
36.94,50.62,9.38,28.81,1.11,37.36,13.86,36.28,72.91,2.24,160
188.37,305.46,31.6,4.73,2.21,58.56,5.65,31.92,91.18,3.31,500
32.33,62.28,28.05,8.35,3.68,26.35,22.99,18.08,42.45,0.41,154
23.06,49.76,34.55,6.53,1.0,71.71,35.19,30.66,85.39,1.56,161
48.18,104.39,20.38,15.19,1.87,35.87,7.85,44.63,51.55,1.58,204
60.97,109.75,16.78,1.86,1.67,57.85,14.93,35.25,18.52,1.46,243
43.15,79.65,12.3,28.78,0.24,47.65,7.85,22.32,68.52,3.15,176
16.38,24.03,18.57,1.99,0.1,40.92,27.31,34.48,40.87,3.26,138
81.95,157.82,5.03,22.03,0.99,22.02,17.14,28.41,59.75,2.51,277
76.71,104.6,29.6,5.99,1.06,16.17,2.56,22.63,12.29,3.7,224
104.37,162.43,17.23,14.88,0.52,102.86,21.13,29.91,52.9,1.56,302
75.49,143.55,49.05,12.65,1.74,50.97,14.08,36.23,88.43,1.64,281
178.56,281.99,22.9,1.04,0.97,26.34,58.57,22.09,36.29,2.35,496
109.85,147.74,3.45,13.09,1.86,22.01,25.65,29.79,59.56,5.32,310
95.51,195.67,26.89,3.98,0.81,28.49,12.76,21.24,64.14,3.04,329
141.2,222.99,84.7,1.12,0.6,38.67,2.49,19.02,48.15,1.57,415
72.28,98.07,31.52,11.63,0.76,63.83,9.18,21.81,69.88,1.72,266
56.84,77.72,40.9,1.59,0.9,10.58,14.47,20.89,64.15,1.18,180
81.31,124.12,52.59,34.36,2.08,13.04,33.21,27.67,38.56,2.63,287
9.4,13.72,11.38,4.02,1.26,28.81,11.35,21.45,,6.21,95
72.44,144.66,21.04,12.29,0.28,36.86,10.52,38.6,37.91,2.45,214
60.92,96.83,11.89,11.03,1.15,41.07,31.58,21.47,33.47,0.79,181
87.52,177.17,37.61,22.27,2.49,85.22,3.91,28.31,60.59,6.06,328
128.88,187.71,12.02,5.73,1.06,28.94,25.43,37.06,74.85,1.94,348
97.4,169.82,20.26,6.48,0.35,4.25,44.85,24.83,59.93,3.32,311
37.03,71.06,39.83,11.25,0.86,33.47,10.76,29.32,57.15,3.42,186
115.38,217.7,37.31,4.32,1.16,77.34,23.79,39.72,94.43,5.92,408
180.21,331.77,26.54,6.84,0.37,54.42,16.19,29.61,14.91,2.06,500
131.07,279.48,53.0,4.8,0.77,20.78,17.22,18.04,52.04,3.35,432
20.95,31.55,39.68,13.6,1.44,4.69,52.17,31.43,75.5,1.46,131
96.7,168.69,14.57,18.69,0.28,71.4,30.54,40.18,53.63,2.44,315
24.04,50.37,6.81,24.24,1.04,86.84,18.21,22.4,56.01,4.51,136
52.71,72.21,10.88,23.0,1.14,12.25,49.91,36.46,41.97,0.97,192
85.76,115.79,41.44,15.43,1.56,50.27,22.12,31.22,73.56,5.9,296
78.11,117.95,31.26,15.25,0.98,64.12,5.25,26.0,45.78,1.29,266
129.41,241.95,53.38,14.96,0.45,3.79,2.25,29.87,74.98,5.02,393
180.77,277.28,33.62,9.84,1.87,58.47,32.99,16.16,85.53,1.09,500
91.75,134.98,40.32,3.24,1.87,57.29,2.46,21.42,47.42,6.72,291
49.66,85.07,29.29,29.7,1.45,84.27,9.98,27.77,42.2,0.6,222
9.96,18.44,14.12,14.89,1.31,28.19,2.77,27.65,37.8,8.93,55
150.82,229.81,13.57,19.17,0.93,16.32,22.85,27.99,68.01,2.54,399
61.16,96.06,10.98,6.29,0.21,57.02,33.49,31.47,66.92,7.79,163
63.55,117.71,14.15,44.32,1.01,68.13,18.13,33.93,60.93,2.52,232
67.33,144.84,54.29,26.87,3.06,30.75,15.55,23.97,47.78,1.62,300
88.89,169.54,36.82,7.34,1.8,60.91,22.14,19.57,68.18,1.85,314
90.69,181.8,20.62,5.89,0.92,51.74,23.23,27.98,78.79,1.88,320
53.35,86.97,31.95,18.96,1.97,73.26,45.84,20.12,5.0,1.02,224
60.71,93.8,31.61,9.78,0.3,21.79,33.69,23.63,90.37,1.46,207
40.54,69.27,57.44,13.49,1.92,43.77,2.3,36.86,30.45,3.63,205
37.0,74.98,19.07,28.48,2.02,50.53,23.21,18.17,65.17,4.4,177
36.85,63.04,28.07,13.26,1.46,37.34,38.3,27.71,72.39,3.82,161
60.18,124.1,40.53,9.28,0.75,56.04,23.92,31.62,58.84,5.49,246
31.15,68.22,14.01,15.52,1.0,66.7,8.38,20.09,52.61,4.94,125
2.0,5.0,60.7,2.12,2.77,79.46,5.69,30.09,39.51,4.64,138
49.0,65.7,39.19,12.75,0.87,35.98,41.99,38.89,63.29,0.74,180
22.23,31.89,10.89,2.59,0.74,43.23,11.37,25.31,68.4,2.16,99
70.71,116.38,74.4,17.77,1.04,27.1,9.04,32.38,58.94,3.49,277
40.41,57.3,53.07,9.69,0.33,34.45,25.71,33.63,19.99,4.92,196
89.65,186.79,35.85,33.74,0.68,156.79,10.63,33.65,68.58,2.57,368
24.22,31.99,3.99,25.34,0.15,18.5,10.63,35.95,52.13,2.87,115
12.27,19.43,16.14,13.34,1.43,75.6,32.51,25.99,53.31,3.84,108
60.82,89.18,26.68,36.07,1.91,40.64,19.47,42.98,57.84,4.69,241
47.39,101.34,28.19,6.93,0.47,32.41,21.71,30.25,53.3,7.93,164
20.42,38.85,25.14,4.1,0.7,34.17,66.31,27.58,25.44,0.4,127
109.91,233.1,8.3,9.03,2.88,4.21,11.07,25.61,46.18,3.15,369
28.17,61.28,19.8,8.9,0.71,33.69,7.3,31.94,58.65,5.02,103
35.55,62.13,21.35,9.45,2.5,17.36,24.01,28.83,39.91,8.32,133
123.95,187.27,3.15,11.39,0.34,23.32,9.31,24.9,75.25,0.81,360
93.22,137.44,35.66,1.67,1.28,57.62,12.66,24.57,82.21,0.59,299
25.49,38.25,65.19,5.36,1.24,48.57,19.75,11.92,87.21,1.46,167
50.76,98.35,22.49,6.88,1.21,69.75,35.95,25.13,82.95,1.47,230
23.19,30.99,36.12,35.51,0.94,42.62,32.05,33.86,25.16,3.61,140
118.06,158.94,11.09,6.78,0.37,48.88,26.06,32.93,56.35,2.86,303
118.01,218.01,30.65,7.38,0.6,43.06,37.32,24.73,73.05,2.09,363
197.69,371.23,31.03,18.52,0.94,34.49,12.61,31.69,59.92,7.63,500
246.45,467.94,49.19,9.13,1.07,78.91,29.12,19.18,88.05,2.63,500
40.03,65.43,55.63,42.15,1.1,77.87,38.08,26.0,16.48,6.52,224
105.68,214.05,35.81,19.88,1.48,70.33,13.3,23.28,68.67,3.06,367
10.32,18.37,14.4,17.66,0.74,36.34,6.56,21.41,31.68,3.69,82
74.59,104.05,13.97,2.03,0.55,37.45,13.51,41.0,61.4,0.1,227
87.86,177.25,55.25,13.93,0.41,68.52,51.06,34.53,5.0,1.57,361
29.56,63.77,9.06,12.1,3.16,62.3,6.3,23.54,66.79,3.41,161
38.01,51.47,16.05,22.84,1.61,15.01,18.84,27.35,96.68,0.6,158
118.54,195.85,33.99,18.01,1.03,90.01,13.77,7.7,64.36,2.43,365
89.37,155.4,63.83,15.86,0.44,51.51,4.57,35.2,65.8,6.36,304
181.88,260.43,67.25,14.48,0.24,23.66,19.99,28.65,47.21,4.5,500
168.6,350.84,2.17,6.8,0.75,27.69,22.92,28.1,74.72,8.55,472
13.82,21.5,29.93,4.12,0.96,74.23,5.67,35.76,67.18,4.19,142
43.33,86.86,23.65,14.89,0.22,55.72,53.49,33.78,52.44,5.95,173
26.88,51.18,12.43,4.35,1.87,101.28,9.96,36.89,50.32,0.82,146
108.66,199.75,2.0,11.32,0.72,100.03,47.88,14.94,71.99,0.83,356
79.86,117.63,23.53,31.29,3.92,89.97,4.97,30.15,50.63,8.2,293
28.56,42.81,8.88,35.84,1.7,41.1,10.31,27.31,83.05,2.57,144
32.63,43.81,33.1,9.09,0.12,73.11,18.78,20.57,48.27,5.04,160
145.16,220.15,25.17,24.29,0.17,135.59,11.88,33.69,54.01,0.81,432
47.32,76.22,4.07,11.15,0.45,30.1,23.91,27.65,66.65,5.37,135
8.45,17.32,20.67,4.14,2.12,50.37,23.75,33.99,66.11,4.01,112
26.34,42.93,6.62,11.28,0.76,13.99,27.1,29.11,56.14,4.67,80
205.99,407.68,28.95,52.86,2.4,54.62,1.6,24.84,53.64,0.76,500
126.32,214.17,38.19,17.09,0.63,4.01,9.49,21.23,82.82,1.99,393
21.82,43.78,17.82,4.99,0.91,8.07,35.81,27.37,25.31,2.77,113
74.57,162.46,53.46,14.72,0.49,97.85,19.24,25.06,81.12,11.28,328
121.23,183.77,29.34,20.52,1.62,12.53,19.73,9.87,16.32,3.77,343
13.62,28.27,24.66,24.08,0.46,64.8,30.7,20.29,65.61,4.19,91
130.16,242.06,24.97,8.97,1.93,44.79,24.29,19.75,49.09,1.98,420
88.79,180.74,20.66,36.5,1.26,38.84,7.9,29.78,41.71,5.78,320
36.17,68.24,20.06,10.22,1.26,37.57,1.25,22.11,100.0,2.38,151
98.63,165.86,8.63,14.86,3.11,29.17,34.39,26.5,35.84,2.98,340
80.65,121.4,61.28,2.12,0.38,50.92,15.32,25.98,34.0,3.12,278
84.54,115.23,20.46,29.45,0.63,25.87,8.36,25.21,39.69,1.86,255
72.67,129.5,67.26,3.34,0.75,25.94,26.35,16.92,88.33,5.03,296
31.61,69.26,37.72,19.39,0.28,37.3,12.38,22.18,60.12,5.33,137
36.85,72.38,21.94,7.41,0.35,21.14,7.35,33.85,55.68,3.68,141
54.6,87.06,26.67,3.38,0.35,3.51,22.74,35.31,38.33,2.4,178
67.56,138.12,38.19,7.84,0.67,64.86,14.78,24.67,21.11,3.67,245
102.6,204.38,45.93,1.99,0.56,86.13,7.79,19.65,42.76,7.57,356
209.06,324.78,24.35,5.94,1.3,57.15,31.0,20.89,49.67,0.17,500
77.04,101.14,43.28,6.57,0.26,13.55,6.37,29.69,49.29,1.82,220
101.38,142.58,37.26,3.54,0.26,2.0,37.41,32.7,56.36,1.58,266
117.19,244.89,38.42,14.25,0.27,21.66,19.32,21.22,62.62,4.74,364
106.24,218.1,43.37,10.7,1.67,39.84,10.86,34.66,35.42,4.14,371
30.58,47.88,15.45,14.2,0.88,7.61,9.54,24.99,59.39,1.61,104
153.95,239.64,56.87,6.79,1.64,70.7,24.33,23.18,41.38,1.06,459
138.79,279.46,31.31,9.29,0.34,14.14,58.44,16.93,50.45,4.08,462
71.97,154.3,45.85,3.13,1.67,62.73,14.0,24.62,85.14,0.95,290
32.18,64.41,24.3,6.19,5.0,22.73,14.72,25.78,27.3,6.8,181
66.78,123.21,28.68,3.34,2.66,34.64,14.73,23.77,81.24,2.31,223
15.5,23.53,15.4,8.38,3.01,51.31,7.26,37.17,,5.61,129
166.82,295.8,10.12,6.19,1.15,23.22,11.6,27.05,22.83,3.39,494
39.68,59.92,21.32,19.38,0.29,40.88,21.29,23.21,39.58,1.18,156
52.5,106.44,39.34,20.73,0.15,102.44,8.82,30.16,44.98,2.34,223
159.35,262.65,15.77,12.9,1.79,32.77,8.43,34.74,31.49,6.11,454
147.4,302.21,5.8,20.26,1.24,34.15,34.84,26.35,62.91,1.92,448
82.87,136.19,50.78,13.86,1.97,32.66,27.55,26.85,42.07,3.63,292
182.75,373.13,8.98,7.03,0.61,43.71,29.58,22.43,18.7,1.52,500
29.75,47.6,30.63,11.91,2.04,56.9,28.23,36.04,52.67,6.36,167
82.9,140.6,72.55,32.39,0.73,70.47,22.22,27.06,49.89,1.2,340
29.96,55.55,142.06,22.95,1.53,55.48,4.08,20.34,47.52,3.88,302
133.38,181.83,22.09,11.37,2.55,27.07,53.69,26.95,25.77,1.99,415
130.36,280.72,51.28,1.96,0.74,33.62,14.31,31.51,66.61,1.1,398
190.92,346.76,30.93,39.95,1.08,21.46,12.11,39.55,37.98,4.83,500
65.32,114.77,11.43,9.86,0.75,19.27,1.56,14.3,56.02,3.9,248
224.47,461.38,20.74,25.2,1.51,10.97,12.36,25.03,74.69,1.03,500
27.83,57.87,16.87,11.04,1.44,28.61,24.06,25.24,,2.78,118
62.79,111.14,49.99,27.95,0.27,29.43,6.06,12.96,85.97,0.28,254
28.72,61.3,70.68,14.14,2.3,43.76,3.69,30.21,36.88,0.95,190
75.17,102.1,18.46,2.18,0.24,55.06,2.83,26.35,100.0,1.87,197
30.94,43.37,5.99,9.0,2.63,43.79,8.1,22.25,38.95,4.3,134
133.61,245.46,27.97,14.3,1.62,25.12,26.06,24.43,46.01,6.88,440
90.79,146.96,12.09,13.0,0.62,76.39,8.86,32.42,68.19,3.76,302
25.79,44.3,9.91,22.92,0.77,3.39,9.5,5.01,47.79,2.99,96
113.93,181.75,14.45,14.15,1.98,24.53,15.0,36.48,67.05,4.47,329
174.66,290.68,13.58,11.59,0.8,66.03,14.11,24.0,48.64,2.28,500
96.81,197.53,33.0,3.97,1.7,23.04,7.21,13.4,58.17,7.5,346
19.37,35.52,38.35,37.3,2.63,26.35,5.71,26.58,51.99,1.45,143
58.47,128.48,30.38,8.71,2.51,9.84,9.11,33.62,72.54,1.43,220
105.25,211.36,12.04,6.61,0.87,81.83,3.37,26.77,29.25,8.08,339
54.4,84.12,12.33,4.45,1.44,34.27,24.03,29.7,50.64,3.8,168
27.52,42.32,23.47,5.96,0.8,39.27,21.9,33.29,57.6,2.31,148
143.57,230.04,19.24,21.55,2.18,40.09,3.79,34.9,72.48,9.43,421
52.66,108.42,25.24,2.78,0.29,29.69,24.53,38.63,26.3,5.07,218
174.73,231.44,32.25,7.92,0.17,56.89,25.17,31.0,73.31,2.28,450
43.51,65.58,23.26,1.35,1.87,52.25,15.43,17.63,59.76,1.4,153
50.35,106.46,36.34,5.33,0.17,40.76,5.08,36.41,32.09,4.79,193
40.85,76.64,28.7,6.45,0.5,16.95,8.02,40.72,66.57,4.08,153
57.73,86.83,37.5,5.86,0.64,15.01,4.02,22.4,45.41,2.22,190
89.78,134.43,9.38,4.43,1.62,49.52,3.74,26.56,97.29,2.85,251
28.79,59.78,5.13,30.18,1.08,13.88,27.35,22.53,51.18,2.11,122
24.25,51.02,11.71,6.46,0.51,39.3,12.79,31.95,82.22,0.26,95
13.3,20.36,47.75,20.82,0.1,32.26,10.23,16.96,86.33,7.05,71
11.62,19.5,28.84,7.29,0.7,41.72,11.95,19.15,39.72,2.02,76
19.59,40.18,15.53,3.37,0.89,20.84,26.05,25.71,61.19,1.07,88
43.27,86.29,13.77,18.36,3.42,83.73,7.25,30.5,93.02,2.78,184
74.21,150.83,39.05,24.8,0.1,118.76,48.27,26.46,93.44,3.39,321
86.42,152.66,29.33,3.33,1.37,14.46,6.67,26.63,40.15,3.14,303
71.8,152.25,8.08,16.95,1.08,11.97,18.89,31.41,78.5,1.49,238
162.17,258.4,8.01,8.72,1.14,11.18,14.99,34.43,59.14,8.95,408
195.45,281.65,36.67,41.44,0.14,13.61,15.18,28.26,37.43,1.53,500
52.85,102.41,15.08,23.27,1.8,12.43,29.28,37.67,37.46,0.27,199
29.21,52.16,6.3,33.06,1.29,83.82,28.1,11.51,76.45,3.39,156
233.18,482.48,6.2,7.38,0.37,28.3,28.8,24.03,82.41,1.56,500
140.4,192.78,33.03,34.51,0.1,10.14,9.5,10.74,85.09,5.71,367
133.77,275.47,15.71,19.83,1.57,17.52,21.01,29.0,57.84,2.77,427
41.91,65.54,41.09,12.72,0.6,61.18,6.56,30.34,53.03,11.18,189
115.8,218.8,25.82,18.34,1.32,32.83,12.59,21.54,62.86,3.92,383
72.21,96.48,17.88,4.37,2.02,41.32,11.65,23.06,28.83,1.51,248
